file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\nodes\Node.java,org.jsoup.nodes.Node,class,20,66,46,20,146,1,2,92,2176,0.88013697,0.0,0.0,73,1,49,3,15,6,70,10,3,0,4,2,0,0,0,4,2,0,44,426,70,13,38,1,8,8,33,65,8,57,3,0,1,2,382,1025,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\safety\Safelist.java,org.jsoup.safety.Safelist$TypedValue,innerclass,2,2,0,2,9,1,0,4,0,0.0,0.0,0.0,4,0,3,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,1,26,7,0,6,0,2,0,3,5,2,4,1,0,0,0,18,1032,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\helper\DataUtil.java,org.jsoup.helper.DataUtil$BomCharset,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,10,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\parser\HtmlTreeBuilderState.java,org.jsoup.parser.HtmlTreeBuilderState,enum,6,21,15,6,5,1,0,9,6,1.0,NaN,NaN,4,3,0,3,0,1,1,1,0,0,1,1,0,1,0,0,1,0,2,1657,2,0,0,0,0,0,0,2,0,2,1,24,1,0,119,0,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\select\Evaluator.java,org.jsoup.select.Evaluator$AttributeStarting,innerclass,6,6,0,6,5,2,0,7,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,4,17,3,1,0,0,0,1,0,2,0,2,2,0,0,0,19,25,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState$Anonymous40,anonymous,4,4,0,4,17,1,0,11,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,1,3,0,3,2,0,0,0,18,-1,2
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\nodes\DataNode.java,org.jsoup.nodes.DataNode,class,4,10,6,4,8,3,0,6,28,0.0,0.0,0.0,8,0,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,1,0,1,0,0,0,0,0,0,50,1,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState$Anonymous41,anonymous,2,2,0,2,9,1,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,14,-1,1
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\nodes\Attributes.java,org.jsoup.nodes.Attributes,class,12,37,25,12,100,2,0,44,173,0.80701756,0.0,0.0,38,3,25,6,0,7,32,0,1,0,9,6,0,4,1,4,6,0,27,308,40,9,29,2,3,4,26,65,13,45,3,1,1,0,221,1,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\helper\W3CDom.java,org.jsoup.helper.W3CDom,class,19,21,2,19,38,1,0,57,135,0.8888889,0.0,0.0,18,6,16,1,0,1,17,0,0,0,6,4,2,3,1,0,4,0,21,227,15,1,7,3,2,12,3,35,0,32,4,0,1,0,196,1,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\parser\XmlTreeBuilder.java,org.jsoup.parser.XmlTreeBuilder,class,24,26,2,24,34,2,0,51,105,0.93333334,0.0,0.0,15,0,0,0,5,10,15,0,0,0,1,1,0,1,0,0,1,0,1,106,9,2,3,0,0,1,6,18,5,16,2,0,0,0,102,1,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\nodes\Document.java,org.jsoup.nodes.Document$OutputSettings,innerclass,6,6,0,6,23,1,0,14,133,0.877193,0.0,0.0,19,0,17,0,0,2,19,0,0,0,9,0,0,8,0,1,1,0,5,91,18,0,1,1,0,0,4,20,0,12,1,0,1,0,150,9,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\select\CombiningEvaluator.java,org.jsoup.select.CombiningEvaluator,class,3,7,4,3,6,6,4,5,0,0.2,0.0,0.0,5,0,0,0,0,5,5,0,0,0,2,0,0,0,0,2,1,0,0,68,1,0,0,0,0,0,4,3,2,2,0,0,2,0,16,1025,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\select\Evaluator.java,org.jsoup.select.Evaluator$ContainsData,innerclass,3,3,0,3,3,2,0,4,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,3,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,17,25,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\internal\Normalizer.java,org.jsoup.internal.Normalizer,class,1,20,19,1,5,1,0,4,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,1,0,0,1,0,0,0,0,0,0,0,0,30,17,0
C:\Users\Okan\Desktop\KOU YL YM\Yazılım Mimarisi ve Tasarım Yöntemleri\Proje\Sürümler\jsoup-jsoup-1.16.1\jsoup-jsoup-1.16.1\src\main\java\org\jsoup\nodes\Attributes.java,org.jsoup.nodes.Attributes$Dataset$EntrySet,innerclass,1,1,0,1,3,3,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,1,2,0,2,1,0,0,0,8,2,0
